epoch,acc,loss,val_acc,val_loss
0,0.7592889908256881,0.42594310701440236,0.7819505762284272,0.3890522796015395
1,0.7865395642201835,0.38319584833235915,0.7855054182673011,0.3824550480838453
2,0.7939650229357799,0.36885303574691125,0.7867094776675649,0.37126936386673376
3,0.799956995412844,0.35863864456704997,0.7844733673527894,0.37902872523618986
4,0.8055619266055046,0.34926724312228896,0.7955392466028324,0.37248713225672
5,0.8113675458715597,0.3427263502817635,0.7972019952984347,0.36144507624400946
6,0.8139621559633028,0.3365984556735109,0.8017888882518204,0.3579553639430049
7,0.8190366972477064,0.3320063391068113,0.8027062668424976,0.3498977825487084
8,0.8234375,0.325726970999476,0.8083252107103951,0.3503408508550594
9,0.8261324541284404,0.32174349937143676,0.8066051258528754,0.3581905825822165
10,0.8294008027522936,0.317513996195219,0.8122240697207729,0.3483736812477269
11,0.8322391055045871,0.31169421385050916,0.8018462244137378,0.3724008895645608
12,0.8349053899082569,0.3077515397425912,0.8080958660627258,0.35315226856840726
13,0.8373853211009175,0.30367908339366456,0.807063815148214,0.34602081503461285
14,0.8412987385321101,0.30154490480114016,0.8119947250731036,0.36266747414744305
15,0.8428182339449541,0.2967271769504755,0.8152055501404736,0.345450736444084
16,0.8455991972477064,0.2933360228502969,0.8170976434837453,0.35571901094097724
17,0.8474053899082569,0.2910754187869916,0.8120520612350209,0.36463434347052737
18,0.8480504587155964,0.287224223017009,0.8125107505303595,0.35222283311281777
19,0.8520928899082569,0.2829179848279428,0.8164096095407374,0.3529695633645691
20,0.8525086009174312,0.281533442186448,0.8102173040536667,0.36455091373730836
21,0.854329128440367,0.2778221027156629,0.8174989966171664,0.3676335826619691
22,0.8578698394495413,0.2749176611047272,0.8153202224643082,0.3524712789161894
23,0.8594753440366972,0.27253522390687684,0.8138868184163752,0.3640355931401772
24,0.8622419724770642,0.26824996380494276,0.8187603921793475,0.36170518128061746
25,0.8630160550458715,0.26658142726150674,0.8193337537985207,0.3612746329304582
26,0.8673451834862386,0.2618955580312588,0.8205378131987845,0.3755826219599904
27,0.866384747706422,0.26019161821026865,0.8204804770368671,0.3677155717903629
28,0.8677752293577982,0.2589751385733349,0.8238059744280718,0.3518748919605142
29,0.869911123853211,0.254955829939711,0.8238059744280718,0.38111865747507867
30,0.8703698394495413,0.25244165811038344,0.8226592511897254,0.3513347765373245
31,0.8723480504587156,0.25086169123410357,0.8234619574565678,0.37240725956133336
32,0.8745126146788991,0.24792661454460216,0.822429906542056,0.37566861225238474
33,0.8748709862385321,0.2441342138334972,0.8213978556275443,0.3884862125228321
34,0.8761467889908257,0.24384324665292414,0.8240353190757411,0.38055917616059304
35,0.8775802752293578,0.2403456291799015,0.8239206467519065,0.3868335427326272
36,0.8788560779816513,0.2386491421405055,0.8219138810848002,0.4030313116579755
37,0.88125,0.2364463111624942,0.8256407316094261,0.3830938506149014
38,0.8806049311926606,0.23627794775065172,0.8223152342182214,0.3954405199205202
39,0.8824684633027523,0.23309804406358836,0.8220285534086348,0.3929695042941033
40,0.8838589449541284,0.23244893703985653,0.8255833954475087,0.4072629552470449
41,0.884647362385321,0.22942797968317882,0.8243219998853277,0.395377476194476
42,0.8844610091743119,0.22841954347634807,0.8271314718192764,0.4077309142919013
43,0.8872419724770643,0.22457984439738163,0.8294822544578866,0.399430476936066
44,0.8878010321100918,0.22391184875997927,0.8281061865718709,0.41041214936969017
45,0.8893778669724771,0.22242892571049955,0.8267874548477725,0.41069342112451146
