epoch,acc,loss,val_acc,val_loss
0,0.7550745412844037,0.42368271491669734,0.7761022877128605,0.3963126097854658
1,0.7857941513761468,0.37816848761376437,0.7884295625250846,0.3930992996539062
2,0.8005590596330275,0.35334993741312704,0.7963419528696749,0.3569224055342346
3,0.8153096330275229,0.3350923533833355,0.8049997133191904,0.3428413102270962
4,0.8262758027522936,0.317358724943815,0.8125680866922769,0.3379263356277549
5,0.8392918577981652,0.30157056884207856,0.8210538386560403,0.33162275405025826
6,0.851605504587156,0.28423032724050756,0.8248380253425835,0.3295796142704048
7,0.8635321100917431,0.26686275807815957,0.8317183647726621,0.3304086519705926
8,0.8756737385321101,0.2508862727073901,0.8308583223439023,0.3350423868955835
9,0.885177752293578,0.23347172445933753,0.8313170116392409,0.34081370025397617
10,0.8967889908256881,0.2180024330068482,0.8281061865718709,0.3524175063574991
11,0.9057769495412844,0.20314552489873192,0.8384840318789061,0.3529842939383456
12,0.9143348623853211,0.18715201459842126,0.833839802763603,0.37223104114646344
13,0.922677752293578,0.17437882818999367,0.8365346023737171,0.38570645316044383
14,0.9283400229357798,0.16091141585055568,0.8390573934980793,0.4038150485356121
15,0.9344896788990825,0.15140182503259852,0.8394587466315004,0.41448962745187456
16,0.9382740825688073,0.14251563432882752,0.8375666532882289,0.43229303572693256
17,0.9445240825688074,0.13142935537408457,0.8431855971561264,0.4687966945029051
18,0.9479644495412844,0.1235793414256544,0.8389427211742446,0.47090072055923227
19,0.9510607798165137,0.11750238601314844,0.8390573934980793,0.4571679414034317
20,0.9547591743119266,0.11005305131275736,0.8425548993750358,0.49167750602973914
21,0.9572104357798165,0.1044454418701641,0.844905682013646,0.5213043437823743
22,0.9584432339449541,0.10156995833321654,0.8414655122986068,0.5299397820856628
23,0.9603067660550458,0.09713780018565066,0.841694856946276,0.528741195575187
24,0.9625573394495412,0.09431266654539136,0.8442176480706381,0.5462797039467345
25,0.9630303899082568,0.09310731305206758,0.8411214953271028,0.558088611479261
26,0.9650086009174312,0.08719241306887418,0.8422682185654492,0.5780939684228048
27,0.9669438073394495,0.08430600210462501,0.8387707126884927,0.5571256095161063
28,0.966872133027523,0.08439453720262513,0.8418095292701107,0.5918377664929771
29,0.9663990825688074,0.08350556133819077,0.8419242015939453,0.567234298971827
30,0.9690223623853211,0.07876674492689653,0.8429562525084571,0.6007218122837725
31,0.9676462155963302,0.08100790946932356,0.8455363797947365,0.5759353433602287
32,0.9693090596330275,0.07872208977217461,0.8412935038128547,0.6009442368256898
33,0.9716456422018349,0.07240777548985693,0.8433002694799611,0.6110152684596691
34,0.9717029816513761,0.07462256487219705,0.8422682185654492,0.6256328552088266
35,0.9688360091743119,0.07950433413209736,0.8456510521185712,0.5959874455394716
36,0.9714019495412844,0.07346771321202833,0.8437016226133822,0.6051474068639621
37,0.9724770642201835,0.07105077519065513,0.8405481337079296,0.6255083933406846
38,0.9716169724770642,0.07399265893303507,0.8470844561665042,0.6404085746975333
39,0.9722047018348624,0.0708941955562604,0.8429562525084571,0.657734944525337
40,0.9729357798165138,0.06964130947786093,0.8420962100796973,0.657105610120612
41,0.9718176605504587,0.07496506342236615,0.8448483458517286,0.6455378049653397
42,0.972276376146789,0.07262967911996417,0.8406628060317642,0.6425656191793225
43,0.9716026376146789,0.07263850433318854,0.8393440743076659,0.6432782276020166
44,0.9737528669724771,0.06832570263367241,0.8423255547273666,0.6342580000488706
45,0.9715022935779817,0.07487095449303507,0.8435869502895477,0.6498923348351681
46,0.9762901376146789,0.06264113052312588,0.8391147296599966,0.6640615246453541
47,0.9739105504587156,0.0680620597055718,0.8452496989851499,0.6624233046534085
48,0.9748709862385321,0.06659814127968676,0.8409494868413508,0.6604336226596853
49,0.9764048165137614,0.0626462616115315,0.8428415801846224,0.6704751643885181
50,0.9743836009174311,0.06673752841953008,0.8422108824035319,0.669180379904408
51,0.974555619266055,0.06828411401379234,0.8450203543374807,0.6725650056978751
52,0.9749283256880734,0.06623288917412913,0.8433002694799611,0.6655661669932444
53,0.9747419724770642,0.0663319738206631,0.8411214953271028,0.673344625142263
54,0.9765911697247707,0.06338019243408413,0.8425548993750358,0.7030688803900369
55,0.9728927752293578,0.07182018743622877,0.8458803967662405,0.6646265461148079
56,0.9761897935779816,0.06285168313287272,0.8455937159566539,0.6823664351987645
57,0.9769495412844037,0.061488526763870816,0.8451923628232326,0.6696463521433481
58,0.974641628440367,0.06702817748770665,0.8420962100796973,0.6627831039752143
59,0.9763331422018349,0.06317200065257216,0.8456510521185712,0.6698321145606502
60,0.976877866972477,0.06092868351558845,0.8469697838426695,0.6704682721114816
61,0.9751863532110092,0.06609531390625416,0.8402041167364257,0.6904393310640105
62,0.9753010321100918,0.06479444730254702,0.8380826787454848,0.6934628364560145
63,0.9744982798165137,0.06851641636538328,0.8416375207843587,0.6730906721525978
64,0.9763474770642202,0.0623766053801348,0.8451350266613152,0.6740555384858856
65,0.9775372706422019,0.05904845901261086,0.839745427441087,0.6836580024434847
66,0.9752866972477064,0.06477677059218868,0.8408921506794336,0.7027801645206384
67,0.9749426605504588,0.06461453629943859,0.837050627830973,0.6981414858952184
68,0.9754300458715597,0.06587091253356422,0.8424975632131185,0.6886743416268647
69,0.9765481651376147,0.061345478615292603,0.8462244137377444,0.674098143780712
70,0.9755447247706422,0.0654479901930862,0.8389427211742446,0.7017450070314182
71,0.9765768348623853,0.06202665663918656,0.8439309672610515,0.6728064671588542
72,0.9778096330275229,0.05785540800812385,0.8424402270512011,0.708830646429373
73,0.9752006880733946,0.06730150684986398,0.8436442864514649,0.6905280634061123
74,0.9754873853211009,0.06431807544985023,0.8438736310991343,0.6603402505192446
75,0.9762901376146789,0.06240374642972185,0.8420962100796973,0.6711676266172748
76,0.979329128440367,0.05529081764854726,0.8471991284903388,0.6544669474813686
77,0.9767058486238532,0.061974995389902206,0.8438162949372169,0.6739771116778477
78,0.9773795871559633,0.06103990290601259,0.8395160827934178,0.7151383849436602
79,0.9759030963302753,0.06675346755651478,0.8443896565563901,0.667197910684435
80,0.9774512614678899,0.060637180608699374,0.8447910096898114,0.6935401583037774
81,0.9776089449541284,0.05913457729345841,0.8442176480706381,0.7002782029341711
82,0.9752006880733946,0.06407993810260433,0.8421535462416145,0.6846386060553552
