epoch,acc,loss,val_acc,val_loss
0,0.7395786745564844,0.44697955930120065,0.765124555152168,0.4189120906463986
1,0.7719980275455557,0.39863762385778695,0.7836941107423772,0.3842945890652404
2,0.7933395259228678,0.36859927136581344,0.7955208305668493,0.35948115978134304
3,0.8114471164321511,0.34269854089847157,0.805742113293533,0.3416375093182195
4,0.8265042832077614,0.3189120946066873,0.8197896877456776,0.33002208204613964
5,0.8419972248024679,0.2981548521608162,0.8259438632343042,0.3245597955886991
6,0.8549443240329813,0.27692314600866746,0.8331950873481807,0.32797933226756343
7,0.869198747720783,0.2576635076979379,0.8360046022386096,0.324726874214661
8,0.8825701540119952,0.23782893767097935,0.8368875926327445,0.3343744780733227
9,0.8938773637916997,0.21930533374124564,0.8425868942995117,0.3440635629707792
10,0.903934587906102,0.203356058854879,0.8411420009272911,0.3597265286317535
11,0.9121455029185445,0.18769150384768338,0.8434966419607738,0.35590227929059337
12,0.9213426451531519,0.1717878267669216,0.8452358654500189,0.3911254699000678
13,0.9282806389834979,0.1618502418084447,0.8441923313797568,0.40017468818452095
14,0.9352874393642274,0.14710544358530275,0.8480453803404479,0.41336849136366
15,0.9382575887891194,0.14036719706573583,0.8468948171315027,0.41682128709101574
16,0.9441290810885197,0.1301288712519019,0.8480721376394723,0.45610966254392016
17,0.9486932489306316,0.12044541501256158,0.8477778075256375,0.4863402135065136
18,0.9496680083943991,0.11955462455086348,0.8489818853214676,0.48555411013611327
19,0.9546679510556072,0.10913230933627203,0.8497043320219316,0.49343202783160306
20,0.9576266327221018,0.10275737302914216,0.8503465068540297,0.5126466095671618
21,0.9583261659843351,0.10179689549642068,0.8481256521944601,0.5139562199068418
22,0.9601380718111031,0.09870159684370539,0.8483664677564969,0.5165226453636088
23,0.9621908005642137,0.09456645757108087,0.8495170310292364,0.512766190414673
24,0.9648627882707768,0.09004986662825323,0.8492494581681751,0.5329114879792916
25,0.9646678363780232,0.08942036362155194,0.8527814197590681,0.55739500419793
26,0.9670645978830518,0.08453506663155237,0.8507746233768645,0.55894431719865
27,0.965654063600188,0.08583985843261903,0.8513365263868475,0.545416732404398
28,0.9663421291040241,0.08537454705017794,0.8501324485591202,0.5426678902080355
29,0.9670072590910654,0.08503711105243847,0.8527814197271709,0.5639965673840062
30,0.9692320042201351,0.07801281659581943,0.8487143124891138,0.5774870850854532
31,0.9705851997110125,0.07661807187849044,0.8505338078148278,0.5679229333037067
32,0.9697136500728203,0.07854332291616188,0.8510421962554692,0.5652396584014534
33,0.9698053921399984,0.07837451363184013,0.8559922938876611,0.5655581966332384
34,0.9717778465843282,0.07394991744360271,0.8494635164598948,0.5741087695964923
35,0.9687503583674499,0.07881931098685616,0.8499183902674005,0.5766300248748225
36,0.9719613307186844,0.0715756446194659,0.8533433227052567,0.5908306120572813
37,0.9731195743168083,0.07059712181484842,0.8492494581506317,0.6093278635049332
38,0.9720530727858625,0.07318453772796463,0.8474834773942592,0.5978580157216723
39,0.9695072304216695,0.07770330223179864,0.850400021391474,0.5542243887356525
40,0.9722824279538078,0.07113601276163233,0.8515238273476455,0.5789775781859152
41,0.9736012201694935,0.07022144641568384,0.8503197495374618,0.6013657741091714
42,0.9718810564099035,0.07328345838047429,0.8502662350000174,0.5907442462789433
43,0.9694957626632722,0.07973214597646482,0.8476707783582471,0.5744934092700853
44,0.9728328803568767,0.07163552844718575,0.8476440210703866,0.5966345117698609
45,0.9706425385029989,0.07615661480150951,0.851925186649604,0.5979968204620266
46,0.9674774371853534,0.08425788749217343,0.8490353998732657,0.5792772610354416
47,0.9770071444134815,0.061393633178351205,0.8505338078467249,0.6319807626515738
48,0.9718466531347117,0.07377951048409853,0.8534235945911661,0.5868423708548555
49,0.9694498916296831,0.07992334685356477,0.8421587777447797,0.5516467728604887
50,0.9685324709579018,0.0818447530197342,0.8531292644597879,0.5725406177553855
51,0.9758374330569604,0.064538349244575,0.8529152061505246,0.5902861607020353
52,0.9729590256992465,0.07029402028313125,0.8523800604714633,0.5808034369401691
53,0.9738305753374388,0.07043226535539661,0.8524870896276898,0.5831502365251964
54,0.9718007821011226,0.07347414775831174,0.8528081770118416,0.5772440720198936
55,0.9728099448400821,0.07118127357316664,0.8494635164279977,0.589599057426189
56,0.9724544443297669,0.07410027612690359,0.8530757498760926,0.5845259793222953
57,0.9732342519007809,0.07005327076499657,0.8477510502409668,0.613077790753962
58,0.9725232508801505,0.07182240591432376,0.8533700799899274,0.5612878257525512
59,0.973062235524822,0.07145135138642696,0.8532898081359152,0.5874542573390792
60,0.9726723317393149,0.07232937215476437,0.8528349342965124,0.583923346088817
61,0.9732227841423837,0.06883799420309962,0.8510689535082429,0.6083965158610368
62,0.9665714842719694,0.0883558989755172,0.8508281379781032,0.5607866308922318
